"""conference""","""year""","""doi""","""title""","""citationCount""","""download6weeks""","""download12months""","""downloadAll""","""keywords""","""pageNumber""","""authors"""
CHI,4,http://dx.doi.org/10.1145/985692.985771,Telepresence control of the NASA/DARPA robonaut on a mobility platform,3,6,52,886,"artificial, augmented, and virtual realities; design; hardware/software interfaces; human factors; humanoid robot; interaction styles; telepresence",7,"81100451355, S. M. Goza, NASA/Johnson Space Center (JSC), Houston, TX; 81100182322, R. O. Ambrose, NASA/Johnson Space Center (JSC), Houston, TX; 81100653291, M. A. Diftler, Lockheed Martin, Houston, TX; 81100038478, I. M. Spain, Lockheed Martin, Houston, TX; "
CHI,4,http://dx.doi.org/10.1145/985692.985772,Think different: increasing online community participation using uniqueness and group dissimilarity,46,20,177,"3,019",computer-supported cooperative work; recommender systems; social psychology,8,"81100575572, Pamela J. Ludford, University of Minnesota, Minneapolis, MN; 81100288358, Dan Cosley, University of Minnesota, Minneapolis, MN; 81100071523, Dan Frankowski, University of Minnesota, Minneapolis, MN; 81100276946, Loren Terveen, University of Minnesota, Minneapolis, MN; "
CHI,4,http://dx.doi.org/10.1145/985692.985773,TNT: a numeric keypad based text input method,23,2,40,"1,449",design; human factors,8,"81100643284, Magnus Ingmarsson, Link&#246;pings universitet, Link&#246;ping, SWEDEN; 81100009412, David Dinka, Link&#246;pings universitet, Link&#246;ping, SWEDEN; 81408591988, Shumin Zhai, IBM Almaden Research Center, San Jose, CA; "
CHI,4,http://dx.doi.org/10.1145/985692.985774,Topobo: a constructive assembly system with kinetic memory,109,10,112,"1,259",children; digital manipulative; learning; programming by demonstration; toy; user/machine systems,8,"81100381813, Hayes Solos Raffle, MIT Media Lab, Cambridge, MA; 81100008987, Amanda J. Parkes, MIT Media Lab, Cambridge, MA; 81100363076, Hiroshi Ishii, MIT Media Lab, Cambridge, MA; "
CHI,4,http://dx.doi.org/10.1145/985692.985775,Transcendent communication: location-based guidance for large-scale public spaces,14,2,42,"1,079",bird's-eye view; design; park; simulated space; transcendent communication,8,"81100225472, Hideyuki Nakanishi, Kyoto University, Kyoto, JAPAN; 81325488901, Satoshi Koizumi, JST CREST Digital City Project, Kyoto, JAPAN; 81330492654, Toru Ishida, Kyoto University, Kyoto, JAPAN and JST CREST Digital City Project, Kyoto, JAPAN; 81321492840, Hideaki Ito, Kyoto University, Kyoto, JAPAN; "
CHI,4,http://dx.doi.org/10.1145/985692.985776,Trust and mistrust of online health sites,37,30,210,"3,115",computer-mediated communication; credibility; internet; social identity,8,"81100236514, Elizabeth Sillence, Northumbria University, Newcastle, UK; 81100277550, Pam Briggs, Northumbria University, Newcastle, UK; 81100206925, Lesley Fishwick, Northumbria University, Newcastle, UK; 81100116577, Peter Harris, Sheffield University, Sheffield, U.K.; "
CHI,4,http://dx.doi.org/10.1145/985692.985777,Twiddler typing: one-handed chording text entry for mobile phones,38,12,88,"1,644",chording; keypad input; multi--tap,8,"81100493601, Kent Lyons, Georgia Institute of Technology, Atlanta, GA; 81100175439, Thad Starner, Georgia Institute of Technology, Atlanta, GA; 81100050542, Daniel Plaisted, Georgia Institute of Technology, Atlanta, GA; 81100405512, James Fusia, Georgia Institute of Technology, Atlanta, GA; 81100493573, Amanda Lyons, Georgia Institute of Technology, Atlanta, GA; 81100093188, Aaron Drew, Georgia Institute of Technology, Atlanta, GA; 81100489952, E. W. Looney, Georgia Institute of Technology, Atlanta, GA; "
CHI,4,http://dx.doi.org/10.1145/985692.985778,Ubiquitous computing for firefighters: field studies and prototypes of large displays for incident command,21,6,64,"1,489",emergency response; firefighter; low-fidelity prototypes; user-centered design,8,"81100606322, Xiaodong Jiang, University of California, Berkeley, CA; 81408598366, Jason I. Hong, University of California, Berkeley, CA; 81100499212, Leila A. Takayama, Stanford University, Stanford, CA; 81100103519, James A. Landay, University of Washington, Seattle, WA; "
CHI,4,http://dx.doi.org/10.1145/985692.985779,Understanding the micronote lifecycle: improving mobile support for informal note taking,21,6,52,544,field study; mobile computing; user study,8,"81100221474, Min Lin, UMBC, Baltimore, MD; 81100142970, Wayne G. Lutters, UMBC, Baltimore, MD; 81409598196, Tina S. Kim, Rice University, Houston, TX; "
CHI,4,http://dx.doi.org/10.1145/985692.985780,Unintended effects: varying icon spacing changes users' visual search strategy,8,2,39,"1,032",benchmarking; theory and methods; visual search,8,"81100122064, Sarah P. Everett, Rice University, Houston, TX; 81341488770, Michael D. Byrne, Rice University, Houston, TX; "
CHI,4,http://dx.doi.org/10.1145/985692.985781,The usability of massively multiplayer online roleplaying games: designing for new users,13,7,83,"3,527","artificial, augmented, and virtual realities; evaluation/methodology; game usability; massively-multiplayer; online game; rpg",8,"81100526368, Steve Cornett, Indiana University, Bloomington, IN; "
CHI,4,http://dx.doi.org/10.1145/985692.985782,Variation in element and action: supporting simultaneous development of alternative solutions,28,1,51,869,design; experimentation; interaction models; parallel exploration,8,"81100295906, Michael Terry, Georgia Tech, Atlanta, GA; 81100331104, Elizabeth D. Mynatt, Georgia Tech, Atlanta, GA; 81100497202, Kumiyo Nakakoji, University of Tokyo, Japan; 81410591776, Yasuhiro Yamamoto, University of Tokyo, Japan; "
CHI,4,http://dx.doi.org/10.1145/985692.985783,Virtual guiding avatar: an effective procedure to reduce simulator sickness in virtual environments,3,2,27,909,avatar; prediction; user interfaces,8,"81471640432, James J. W. Lin, University of Washington, Seattle, WA; 81100099317, Habib Abi-Rached, University of Washington, Seattle, WA; 81350576893, Michal Lahav, University of Washington, Seattle, WA; "
CHI,4,http://dx.doi.org/10.1145/985692.985784,WaveLens: a new view onto Internet search results,16,1,32,"1,238",design; information search and retrieval; user interface,8,"81100372905, Tim Paek, Microsoft Research, Redmond, WA; 81100134501, Susan Dumais, Microsoft Research, Redmond, WA; 81100356745, Ron Logan, Microsoft Research, Redmond, WA; "
CHI,4,http://dx.doi.org/10.1145/985692.985785,What a to-do: studies of task management towards the design of a personal task list manager,65,26,148,"2,525",design; evaluation/methodology; task management; to-dos,8,"81100464780, Victoria Bellotti, Palo Alto Research Center, Palo Alto, CA; 81100457431, Brinda Dalal, Palo Alto Research Center, Palo Alto, CA; 81423596141, Nathaniel Good, University of California, Berkeley, CA; 81544146256, Peter Flynn, Cornell University, Ithaca, NY; 81100435652, Daniel G. Bobrow, Palo Alto Research Center, Palo Alto, CA; 81100116901, Nicolas Ducheneaut, Palo Alto Research Center, Palo Alto, CA; "
CHI,5,http://dx.doi.org/10.1145/1054972.1054974,Collective efficacy as a measure of community,15,10,68,"1,130",collective efficacy; community informatics; evaluation; human factors; organizational impacts,10,"81350576124, John M. Carroll, The Pennsylvania State University, University Park, PA; 81335496622, Mary Beth Rosson, The Pennsylvania State University, University Park, PA; 81342517609, Jingying Zhou, The Pennsylvania State University, University Park, PA; "
CHI,5,http://dx.doi.org/10.1145/1054972.1054975,How oversight improves member-maintained communities,28,4,51,"1,452",collaborative computing; contribution; online communities; participation,10,"81100288358, Dan Cosley, University of Minnesota, Minneapolis, MN; 81100071523, Dan Frankowski, University of Minnesota, Minneapolis, MN; 81100476487, Sara Kiesler, Carnegie Mellon University, Pittsburgh, PA; 81100276946, Loren Terveen, University of Minnesota, Minneapolis, MN; 81100096968, John Riedl, University of Minnesota, Minneapolis, MN; "
CHI,5,http://dx.doi.org/10.1145/1054972.1054976,"Grounding needs: achieving common ground via lightweight chat in large, distributed, ad-hoc groups",9,6,47,"1,149",chat; common ground; cyberscience; group and organization interfaces,10,"81100651315, Jeremy P. Birnholtz, University of Michigan, Ann Arbor, MI; 81100269378, Thomas A. Finholt, University of Michigan, Ann Arbor, MI; 81100200032, Daniel B. Horn, U. S. Army Research Institute, Arlington, VA; 81392591402, Sung Joo Bae, Massachusetts Institute of Technology, Cambridge, MA; "
CHI,5,http://dx.doi.org/10.1145/1054972.1054978,"Tool for accurately predicting website navigation problems, non-problems, problem severity, and effectiveness of repairs",33,20,132,"2,537",architectures; cognitive walkthrough for the web; cww; evaluation/methodology; heading labels; human factors; information scent; link labels; measurement; performance; theory; theory and methods; usability problems; user model; verification,10,"81100037866, Marilyn Hughes Blackmon, University of Colorado at Boulder, Boulder, Colorado; 81100005173, Muneo Kitajima, National Institute of Advanced Industrial Science and Technology (AIST), Ibaraki, Japan; 81100564360, Peter G. Polson, University of Colorado at Boulder, Boulder, Colorado; "
CHI,5,http://dx.doi.org/10.1145/1054972.1054979,Is your web page accessible?: a comparative study of methods for assessing web page accessibility for the blind,38,13,137,"2,924",assistive technologies; disability; evaluation/methodology; web accessibility,10,"81100650762, Jennifer Mankoff, CMU, Pittsburgh, PA; 81100253314, Holly Fait, UC Berkeley, Berkeley, CA; 81100264872, Tu Tran; "
CHI,5,http://dx.doi.org/10.1145/1054972.1054980,"A comparison of LSA, wordNet and PMI-IR for predicting user click behavior",8,0,46,"1,091",computational linguistics; evaluation/methodology; graphical user interfaces; human information processing; lsa; pmi; semantic relatedness; value of information; wordnet,10,"81392593767, Ishwinder Kaur, University of Oregon, Eugene, OR; 81100426680, Anthony J. Hornof, University of Oregon, Eugene, OR; "
CHI,5,http://dx.doi.org/10.1145/1054972.1054982,"Modeling and improving selection in cascading pull-down menus using Fitts' law, the steering law and force fields",41,12,76,"1,692",ascading pull-down menus; force fields; input devices; interaction styles; selection; theory and methods,10,"81100415845, David Ahlstr&#246;m, University of Klagenfurt, Klagenfurt, Austria; "
CHI,5,http://dx.doi.org/10.1145/1054972.1054983,Tuning and testing scrolling interfaces that automatically zoom,28,5,53,"1,307",automatic zooming; human factors; scrolling; visual flow,10,"81100607754, Andy Cockburn, University of Canterbury, Christchurch, New Zealand; 81100570565, Joshua Savage, University of Canterbury, Christchurch, New Zealand; 81100272682, Andrew Wallace; "
CHI,5,http://dx.doi.org/10.1145/1054972.1054985,"Location disclosure to social relations: why, when, & what people want to share",150,30,274,"3,120",computer-supported cooperative work; evaluation/methodology; location-enhanced computing; privacy classification; ubiquitous computing,10,"81100459425, Sunny Consolvo, Intel Research Seattle, Seattle, WA; 81452608837, Ian E. Smith, Intel Research Seattle, Seattle, WA; 81100545675, Tara Matthews, Intel Research Seattle, Seattle, WA; 81100478916, Anthony LaMarca, Intel Research Seattle, Seattle, WA; 81100413072, Jason Tabert, Intel Research Seattle, Seattle, WA; 81416600019, Pauline Powledge, Intel Research Seattle, Seattle, WA; "
CHI,5,http://dx.doi.org/10.1145/1054972.1054986,Privacy and proportionality: adapting legal evaluation techniques to inform design in ubiquitous computing,20,6,74,"1,660",data protection; design tools and techniques; privacy; proportionality; social issues,10,"81100415680, Giovanni Iachello, Georgia Institute of Technology; 81100251687, Gregory D. Abowd, Georgia Institute of Technology; "
CHI,5,http://dx.doi.org/10.1145/1054972.1054987,Who gets to know what when: configuring privacy permissions in an awareness application,46,7,72,"1,683",awareness; contextual communication; information disclosure; permission structures,10,"81100485151, Sameer Patil, University of California, Irvine, CA; 81452599499, Jennifer Lai, IBM T. J. Watson Research Center, Hawthorne, NY; "
CHI,5,http://dx.doi.org/10.1145/1054972.1054989,Saving and using encountered information: implications for electronic periodicals,15,2,46,"1,241",clipping; digital libraries; electronic publications; reading,10,"81100281009, Catherine C. Marshall, Microsoft Corporation, Redmond, WA; 81100274421, Sara Bly; "
CHI,5,http://dx.doi.org/10.1145/1054972.1054990,Documents at Hand: Learning from Paper to Improve Digital Technologies,25,5,84,"2,019",document management; ethnography; paper,10,"81100543139, Olha Bondarenko, Eindhoven University of Technology, Eindhoven, The Netherlands; 81320490798, Ruud Janssen, Oc&#233; Technologies B.V., Venlo, The Netherlands; "
CHI,5,http://dx.doi.org/10.1145/1054972.1054991,Findex: search result categories help users when document ranking fails,36,12,55,"1,203",categorization; clustering; search user interfaces; user interfaces,10,"81100039309, Mika K&#228;ki, University of Tampere, Finland; "
CHI,5,http://dx.doi.org/10.1145/1054972.1054993,Use of eye movements as feedforward training for a synthetic aircraft inspection task,8,6,60,"1,020",eye tracking; human factors; virtual reality,9,"81100177881, Sajay Sadasivan, Clemson University, Clemson, SC; 81100210715, Joel S. Greenstein, Clemson University, Clemson, SC; 81100279634, Anand K. Gramopadhye, Clemson University, Clemson, SC; 81100175263, Andrew T. Duchowski, Clemson University, Clemson, SC; "
CHI,5,http://dx.doi.org/10.1145/1054972.1054994,EyeWindows: evaluation of eye-controlled zooming windows for focus selection,28,9,74,"1,450",alternative input; eye tracking,10,"81100268044, David Fono, Queen's University, Kingston, Canada; 81100497077, Roel Vertegaal, Queen's University, Kingston, Canada; "
CHI,5,http://dx.doi.org/10.1145/1054972.1054995,EyeDraw: enabling children with severe motor impairments to draw with their eyes,22,12,64,986,art; design; eye tracking; input devices; interaction styles; universal access,10,"81100426680, Anthony J. Hornof, University of Oregon, Eugene, OR; 81100369055, Anna Cavender, University of Washington, Seattle, WA; "
CHI,5,http://dx.doi.org/10.1145/1054972.1054997,Six themes of the communicative appropriation of photographic images,18,4,44,"1,406",collaborative computing; computer-mediated communication; instant messaging; visual communication,10,"81100147309, Amy Voida, Georgia Institute of Technology, Atlanta, GA; 81100331104, Elizabeth D. Mynatt, Georgia Institute of Technology, Atlanta, GA; "
CHI,5,http://dx.doi.org/10.1145/1054972.1054998,Making space for stories: ambiguity in the design of personal communication systems,61,11,109,"1,756",ambiguity; face-work; mediated communication,10,"81100590142, Paul M. Aoki, Palo Alto Research Center, Palo Alto, CA; 81100327302, Allison Woodruff, Intel Research Berkeley, Berkeley, CA; "
CHI,5,http://dx.doi.org/10.1145/1054972.1054999,Listening in: practices surrounding iTunes music sharing,58,30,217,"3,515",collaborative computing; itunes; performing arts,10,"81100147309, Amy Voida, Georgia Institute of Technology, Atlanta, GA; 81328488487, Rebecca E. Grinter, Georgia Institute of Technology, Atlanta, GA; 81100116901, Nicolas Ducheneaut, Palo Alto Research Center, Palo Alto, CA; 81100595699, W. Keith Edwards, Georgia Institute of Technology, Atlanta, GA; 81406594629, Mark W. Newman, Palo Alto Research Center, Palo Alto, CA; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055001,AppLens and launchTile: two designs for one-handed thumb use on small devices,41,8,111,"2,086",gestures; interaction styles; mobile devices; one-handed; screen design; user interfaces,10,"81100168208, Amy K. Karlson, University of Maryland, College Park, MD; 81100083927, Benjamin B. Bederson, University of Maryland, College Park, MD; 81100631185, John SanGiovanni, Microsoft Research, Redmond, WA; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055002,Alphabetically constrained keypad designs for text entry on mobile devices,18,4,45,"1,744",mobile device user interface design; predictive keypad text entry,10,"81100009780, Jun Gong, Northeastern University, Boston, MA; 81100048540, Peter Tarasewich, Northeastern University, Boston, MA; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055004,Conversing with the user based on eye-gaze patterns,46,7,94,"1,252",dialogue systems; input devices and strategies; multimodal interaction,10,"81100507433, Pernilla Qvarfordt, Link&#246;pings universitet, Link&#246;ping, Sweden; 81408591988, Shumin Zhai, IBM Almaden Research Center, San Jose, California; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055005,"Effects of task properties, partner actions, and message content on eye gaze patterns in a collaborative task",10,10,41,771,collaborative computing; computer-supported; conversational analysis; experimentation; gesture; video conferencing,10,"81100177074, Jiazhi Ou, Carnegie Mellon University, Pittsburgh, PA; 81100059735, Lui Min Oh, Carnegie Mellon University, Pittsburgh, PA; 81548022688, Jie Yang, Carnegie Mellon University, Pittsburgh, PA; 81100583820, Susan R. Fussell, Carnegie Mellon University, Pittsburgh, PA; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055006,Individual differences in multimodal integration patterns: what are they and why do they exist?,18,0,37,785,commands; disfluencies; evaluation/methodology; individual differences; interaction styles; natural language; simultaneous or sequential input; voice i/o,9,"81100656112, Sharon Oviatt, Oregon Health & Science University, Beaverton, OR; 81100062088, Rebecca Lunsford, Oregon Health & Science University, Beaverton, OR; 81100413045, Rachel Coulston, Oregon Health & Science University, Beaverton, OR; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055008,tranSticks: physically manipulatable virtual connections,9,0,30,833,connection control; interaction techniques,10,"81100046144, Yuji Ayatsuka, Sony Computer Science Laboratories, Inc., Tokyo, Japan; 81100008564, Jun Rekimoto, Sony Computer Science Laboratories, Inc., Tokyo, Japan; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055009,Discrete acceleration and personalised tiling as brain?body interface paradigms for neurorehabilitation,6,2,31,757,accessibility; brain-body interfaces; input devices; neurorehabiliation,10,"81100517821, Paul Gnanayutham, University of Portsmouth, Portsmouth, United Kingdom; 81100198998, Chris Bloor, University of Sunderland, Sunderland, United Kingdom; 81100175348, Gilbert Cockton, University of Sunderland, Sunderland, United Kingdom; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055010,Effectiveness of directional vibrotactile cuing on a building-clearing task,17,5,40,829,haptic i/o; interaction techniques; user study; virtual reality,10,"81100438849, Robert W. Lindeman, The George Washington University, Washington, DC; 81100481379, John L. Sibert, The George Washington University, Washington, DC; 81100366933, Erick Mendez-Mendez, The George Washington University, Washington, DC; 81543071456, Sachin Patil, The George Washington University, Washington, DC; 81100097264, Daniel Phifer, The George Washington University, Washington, DC; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055012,The bubble cursor: enhancing target acquisition by dynamic resizing of the cursor's activation area,128,20,177,"2,603",area cursor; fitts' law; target acquisition,10,"81100477897, Tovi Grossman, University of Toronto, Canada; 81100503904, Ravin Balakrishnan, University of Toronto, Canada; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055013,"Comparing cursor orientations for mouse, pointer, and pen interaction",7,6,64,"1,363",cursors; human factors; input devices and strategies; measurement; pens; small screens; theory,10,"81100002187, Barry A. Po, University of British Columbia, Vancouver, B.C., Canada; 81100550016, Brian D. Fisher, University of British Columbia, Vancouver, B.C., Canada; 81100170154, Kellogg S. Booth, University of British Columbia, Vancouver, B.C., Canada; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055014,Snap-and-go: helping users align objects without the modality of traditional snapping,20,6,57,"1,067",alignment; mouse input; snap-dragging,10,"81100137268, Patrick Baudisch, Microsoft Research, Redmond, WA; 81100506242, Edward Cutrell, Microsoft Research, Redmond, WA; 81100519448, Ken Hinckley, Microsoft Research, Redmond, WA; 81100396031, Adam Eversole, Microsoft Research, Redmond, WA; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055016,Towards an index of opportunity: understanding changes in mental workload during task execution,28,13,83,"1,123",attention; evaluation/methodology; human factors; measurement; task models,10,"81343495796, Shamsi T. Iqbal, University of Illinois, Urbana, IL; 81100324367, Piotr D. Adamczyk, University of Illinois, Urbana, IL; 81100580845, Xianjun Sam Zheng, University of Illinois, Urbana, IL; 81100615948, Brian P. Bailey, University of Illinois, Urbana, IL; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055017,No task left behind?: examining the nature of fragmented work,72,21,188,"1,684",attention management; information overload; multi-tasking; time management,10,"81100279599, Gloria Mark, University of California, Irvine, CA; 81100613506, Victor M. Gonzalez, University of California, Irvine, CA; 81320490126, Justin Harris, University of California, Irvine, CA; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055018,Examining task engagement in sensor-based statistical models of human interruptibility,28,13,72,999,context-aware computing; interruptibility; managing human attention; situationally appropriate interaction; user/machine systems,10,"81100142271, James Fogarty, Carnegie Mellon University, Pittsburgh, PA; 81100500360, Andrew J. Ko, Carnegie Mellon University, Pittsburgh, PA; 81100540612, Htet Htet Aung, Carnegie Mellon University, Pittsburgh, PA; 81100340293, Elspeth Golden, Carnegie Mellon University, Pittsburgh, PA; 81100640633, Karen P. Tang, Carnegie Mellon University, Pittsburgh, PA; 81328488846, Scott E. Hudson, Carnegie Mellon University, Pittsburgh, PA; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055020,Urban probes: encountering our emerging urban atmospheres,37,11,93,"1,640",cultural probes; d&#233;tournement; trash; urban computing,10,"81100513321, Eric Paulos, Intel Research, Berkeley, CA; 81363590769, Tom Jenkins, The Royal College of Art, London, UK; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055021,DeDe: design and evaluation of a context-enhanced mobile messaging system,21,1,44,"1,144",context; field trial; location-based messaging; microcomputers; wireless communication,10,"81318489912, Younghee Jung, Nokia Corporation, Finland; 81100558662, Per Persson, Nokia Corporation, Finland; 81100402263, Jan Blom, Nokia Research Center, Finland; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055023,The vacuum: facilitating the manipulation of distant objects,48,12,96,"1,021",distance reaching; interaction styles,10,"81100387188, Anastasia Bezerianos, University of Toronto, Canada; 81100503904, Ravin Balakrishnan, University of Toronto, Canada; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055024,A comparison of techniques for multi-display reaching,43,10,153,"1,699",co-located collaboration; interaction styles; tabletop interaction; ubiquitous computing,10,"81100377766, Miguel A. Nacenta, University of Saskatchewan, Saskatoon, SK, Canada; 81361598222, Dzmitry Aliakseyeu, Eindhoven University of Technology, Eindhoven, The Netherlands; 81100277483, Sriram Subramanian, University of Saskatchewan, Saskatoon, SK, Canada; 81100275704, Carl Gutwin, University of Saskatchewan, Saskatoon, SK, Canada; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055025,Extensible input handling in the subArctic toolkit,11,2,41,707,event handling; interaction techniques; user interfaces,10,"81328488846, Scott E. Hudson, Carnegie Mellon University, Pittsburgh, PA; 81100650762, Jennifer Mankoff, Carnegie Mellon University, Pittsburgh, PA; 81452608837, Ian Smith, Intel Research, Seattle, Seattle, WA; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055027,Comparing usability problems and redesign proposals as input to practical systems development,17,5,50,"2,730",empirical study; redesign; usability evaluation; user interfaces,10,"81100047223, Kasper Hornb&#230;k, University of Copenhagen, Copenhagen, Denmark; 81100265136, Erik Fr&#248;kj&#230;r, University of Copenhagen, Copenhagen, Denmark; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055028,A method to standardize usability metrics into a single score,35,27,294,"4,519",benchmarking; measurement; six sigma; standardization,9,"81100263219, Jeff Sauro; 81100031934, Erika Kindlund; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055029,Supporting efficient development of cognitive models at multiple skill levels: exploring recent advances in constraint-based modeling,7,2,25,915,human factors; tools for usability evaluationm,10,"81100374934, Irene Tollinger, NASA Ames Research Center, Moffett Field, CA; 81100350115, Richard L. Lewis, University of Michigan, Ann Arbor, MI; 81100329457, Michael McCurdy, NASA Ames Research Center, Moffett Field, CA; 81100374936, Preston Tollinger, NASA Ames Research Center, Moffett Field, CA; 81100219909, Alonso Vera, NASA Ames Research Center, Moffett Field, CA; 81100489674, Andrew Howes, Cardiff University, Cardiff, UK; 81100023369, Laura Pelton, NASA Ames Research Center, Moffett Field, CA; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055031,prefuse: a toolkit for interactive information visualization,145,30,340,"3,141",2d graphics; graphs; interaction; navigation; trees,10,"81100465553, Jeffrey Heer, University of California, Berkeley, Berkeley, CA; 81406592524, Stuart K. Card, Palo Alto Research Center, Palo Alto, CA; 81100103519, James A. Landay, University of Washington, Seattle, WA; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055032,Visualization of mappings between schemas,27,2,51,"1,120",hierarchy visualization; miscellaneous; visualization; xslt,9,"81452612822, George G. Robertson, Microsoft Research, Redmond, WA; 81100280834, Mary P. Czerwinski, Microsoft Research, Redmond, WA; 81100142948, John E. Churchill, Microsoft Research, Redmond, WA; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055033,Improving aviation safety with information visualization: a flight simulation study,3,10,75,"1,544",airflow hazards; augmented reality; helicopters; information visualization; user-centered design,10,"81100094107, Cecilia R. Aragon, University of California, Berkeley and NASA Ames Research Center, Berkeley, CA; 81100612246, Marti A. Hearst, University of California, Berkeley, Berkeley, CA; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055035,Design and analysis of delimiters for selection-action pen gesture phrases in scriboli,71,7,98,"1,295",delimiters; marking; tablets,10,"81100519448, Ken Hinckley, Microsoft Research, Redmond, WA; 81100137268, Patrick Baudisch, Microsoft Research, Redmond, WA; 81100092787, Gonzalo Ramos, Microsoft Research, Redmond, WA; 81100301845, Francois Guimbretiere, Microsoft Research, Redmond, WA; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055036,Experimental analysis of mode switching techniques in pen-based user interfaces,68,5,159,"1,501",design; gestures; ink; interaction techniques; mode switching; performance,10,"81350580013, Yang Li, University of California, Berkeley, Berkeley, CA; 81100519448, Ken Hinckley, Microsoft Research, Redmond, WA; 81543102456, Zhiwei Guan, University of Washington, Seattle, WA; 81100103519, James A. Landay, University of Washington, Seattle, WA and Intel Research Seattle, Seattle, WA; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055038,Mediating intimacy: designing technologies to support strong-tie relationships,85,32,232,"3,356",cultural probes; group and organization interfaces; intimate technology; tactile interfaces,10,"81100490463, Frank Vetere, The University of Melbourne, Australia; 81100536739, Martin R. Gibbs, The University of Melbourne, Australia; 81100515636, Jesper Kjeldskov, Aalborg University, Denmark; 81100328802, Steve Howard, The University of Melbourne, Australia; 81100260236, Florian 'Floyd' Mueller, The University of Melbourne, Australia; 81100224964, Sonja Pedell, The University of Melbourne, Australia; 81100223171, Karen Mecoles, The University of Melbourne, Australia; 81100581975, Marcus Bunyan, Charles Sturt University, Australia; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055039,Toward subtle intimate interfaces for mobile devices using an EMG controller,20,7,80,"1,239",electromyogram; intimate interface; social acceptance; user-centered design,9,"81100088903, Enrico Costanza, Liminal Devices, Dublin, Ireland and MIT Media Lab, Cambridge, MA; 81100662683, Samuel A. Inverso; 81328487657, Rebecca Allen; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055040,Emotions and heart rate while sitting on a chair,40,18,165,"2,295",affective computing; human-computer interaction; physiological user interfaces; wireless monitoring,9,"81384603768, Jenni Anttonen, University of Tampere, Tampere, Finland; 81339531194, Veikko Surakka, University of Tampere, Tampere, Finland and Tampere University Hospital, Tampere, Finland; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055042,A visual recipe book for persons with language impairments,13,2,38,877,aphasia; assistive technology; multi-modal interfaces,10,"81539945456, Kimberly Tee, University of British Columbia, Vancouver, BC, Canada; 81100235288, Karyn Moffatt, University of British Columbia, Vancouver, BC, Canada; 81100170743, Leah Findlater, University of British Columbia, Vancouver, BC, Canada; 81100507080, Eve MacGregor, University of British Columbia, Vancouver, BC, Canada; 81100232506, Joanna McGrenere, University of British Columbia, Vancouver, BC, Canada; 81100323196, Barbara Purves, University of British Columbia, Vancouver, BC, Canada; 81327488395, Sidney S. Fels, University of British Columbia, Vancouver, BC, Canada; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055043,Participatory design of an orientation aid for amnesics,20,2,63,922,anterograde amnesia; assistive technologies for persons with disabilities; orientation aids; personal digital assistants,10,"81100657783, Mike Wu, The University of Toronto, Toronto, ON, Canada; 81100448368, Ron Baecker, The University of Toronto, Toronto, ON, Canada; 81543129856, Brian Richards, Baycrest Centre for Geriatric Care, Toronto, ON, Canada; "
CHI,5,http://dx.doi.org/10.1145/1054972.1055044,Digital Family Portrait Field Trial: Support for Aging in Place,78,6,113,"1,629",culture; human factors; qualitative research,10,"81100302436, Jim Rowan, Everyday Computing Lab, Georgia Institute of Technology, Atlanta, GA 30332-0280 jrowan@cc.gatech.edu; 81100331104, Elizabeth D. Mynatt, Everyday Computing Lab, Georgia Institute of Technology, Atlanta, GA 30332-0280 mynatt@cc.gatech.edu; "
