81100466414, A. Chris Long,Interacting at a distance: measuring the performance of laser pointers and other devices
81100551494, Martin Svensson,Social navigation of food recipes
81333491829, Aaron Wilson,Harnessing curiosity to increase correctness in end-user programming
81363598414, John R. Anderson,"Locus of feedback control in computer-based tutoring: impact on learning rate, achievement and attitudes"
81350567780, Andrew Wilson,XWand: UI for intelligent spaces
81408591772, Dave Kong,Interacting at a distance: measuring the performance of laser pointers and other devices
81100198998, Chris Bloor,Improving the performance of the cyberlink mental interface with &ldquo;yes / no program&rdquo;|Discrete acceleration and personalised tiling as brain?body interface paradigms for neurorehabilitation
81100223171, Karen Mecoles,Mediating intimacy: designing technologies to support strong-tie relationships
81100193517, Kim Cameron,Polyarchy visualization: visualizing multiple intersecting hierarchies
81100519153, Jaana Kuorelahti,Interaction in 4-second bursts: the fragmented nature of attentional resources in mobile HCI
81100279634, Anand K. Gramopadhye,Use of eye movements as feedforward training for a synthetic aircraft inspection task
81100168814, K. K. Lamberty,Camera talk: making the camera a partial participant
81100545675, Tara Matthews,"Location disclosure to social relations: why, when, & what people want to share"
81325488901, Satoshi Koizumi,Transcendent communication: location-based guidance for large-scale public spaces
81100005466, Ledah Casburn,Harnessing curiosity to increase correctness in end-user programming
81100337812, David R. Karger,The perfect search engine is not enough: a study of orienteering behavior in directed search
81100557223, Chris Greenhalgh,"Exploiting interactivity, influence, space and time to explore non-linear drama in virtual worlds|Orchestrating a mixed reality performance|The augurscope: a mixed reality interface for outdoors|Where on-line meets on the streets: experiences with mobile mixed reality games|Orchestrating a mixed reality game 'on the ground'|Revealing delay in collaborative environments"
81100311272, Poika Isokoski,Model for unistroke writing time|Comparison of two touchpad-based methods for numeric entry|Performance of menu-augmented soft keyboards
81100229167, Tammara Combs Turner,Assessing differential usage of usenet social accounting meta-data
81100340340, James D. Herbsleb,Introducing instant messaging and chat in the workplace
81100070891, Ekaterina Beregovaia,Distract-R: rapid prototyping and evaluation of in-vehicle interfaces
81341496878, Changuk Sohn,GAZE-2: conveying eye contact in group video conferencing using eye-controlled camera direction
81100636215, Batya Friedman,Cookies and Web browser design: toward realizing informed consent online|Hardware companions?: what online AIBO discussion forums reveal about the human-robotic relationship
81100311577, Andriy Pavlovych,Model for non-expert text entry speed on 12-button phone keypads
81100493601, Kent Lyons,Twiddler typing: one-handed chording text entry for mobile phones
81319496410, Jack Li,Papier-Mache: toolkit support for tangible input
81100646522, Tim Harter,Energy-aware user interfaces: an evaluation of user acceptance
81100106817, Jo&#235,RAW: conveying minimally-mediated impressions of everyday life with an audio-photographic tool
81100433710, Austin Henderson,Making sense of sensing systems: five questions for designers and researchers
81100629235, Jarmo Laaksolahti,Social navigation of food recipes
81100233343, Jingtao Wang,Chinese input with keyboard and eye-tracking: an anatomical study|Livenotes: a system for cooperative and augmented note-taking in lectures
81542582156, Andrew T. Fiore,Visualization components for persistent conversations|Observed behavior and perceived value of authors in usenet newsgroups: bridging the gap
81100383349, John D. McCarthy,Shiny happy people building trust?: photos on e-commerce websites and consumer trust|Sharp or smooth?: comparing the effects of quantization vs. frame rate for streamed video
81332532709, Wataru Tsukahara,"Responding to subtle, fleeting changes in the user's internal state"
81100116577, Peter Harris,Trust and mistrust of online health sites
81100506986, Christiaan Royer,The bloodhound project: automating discovery of web usability issues using the InfoScent&#960; simulator
81100196786, David Vronay,Designing a compelling user interface for morphing
81100350115, Richard L. Lewis,A constraint satisfaction approach to predicting skilled interactive cognition|Supporting efficient development of cognitive models at multiple skill levels: exploring recent advances in constraint-based modeling
81544146256, Peter Flynn,What a to-do: studies of task management towards the design of a personal task list manager
81330492654, Toru Ishida,Transcendent communication: location-based guidance for large-scale public spaces
81100382904, Bjrn Eiderbck,Technology probes: inspiring design for and with families
81100122064, Sarah P. Everett,Unintended effects: varying icon spacing changes users' visual search strategy
81100034167, Sander Vroegindeweij,Energy-aware user interfaces: an evaluation of user acceptance
81100269681, Mija Van Der Wege,Information scent as a driver of Web behavior graphs: results of a protocol analysis method for Web usability|Visual information foraging in a focus + context visualization
81100608981, Karon Maclean,Manipulating music: multimodal interaction for DJs
81332522999, Kelly M. Reischel,Text input for mobile devices: comparing model prediction to actual performance
81100036324, Mark Perry,Social coordination around a situated display appliance
81100527195, Lili Liu,Cognitive cubes: a tangible user interface for cognitive assessment
81100133304, Amy Skopik,Fisheyes are good for large steering tasks|Improving revisitation in fisheye views with visit wear
81100495774, Jamey Graham,Books with voices: paper transcripts as a physical interface to oral histories
81100452612, Sakari Tamminen,Interaction in 4-second bursts: the fragmented nature of attentional resources in mobile HCI
81100318557, Steve Whittaker,"SCANMail: a voicemail interface that makes speech browsable, readable and searchable|Semantic speech editing"
81100064270, Matthew Boulos,Pressure widgets
81100366024, Steve Bathiche,Quantitative analysis of scrolling techniques
81100570565, Joshua Savage,Tuning and testing scrolling interfaces that automatically zoom
81452613064, Richard Harper,Age-old practices in the 'new world': a study of gift-giving between teenage mobile phone users|Mobile phones for the next generation: device designs for teenagers
81100509407, Johnny Accot,"Scale effects in steering law tasks|Movement model, hits distribution and learning in virtual keyboarding|More than dotting the i's --- foundations for crossing-based interfaces|Refining Fitts' law models for bivariate pointing"
81100177881, Sajay Sadasivan,Use of eye movements as feedforward training for a synthetic aircraft inspection task
81100563089, Kirsten Swearingen,Faceted metadata for image search and browsing
81100031531, Jonathan Grudin,Partitioning digital worlds: focal and peripheral awareness in multiple monitor use|Linking public spaces: technical and social issues|Notification for shared annotation of digital documents|Videography for telepresentations
81100092251, Diane J. Schiano,Categorical imperative <i>NOT</i>: facial affect is perceived <i>continuously</i>
81100260889, John Bowers,"Exploiting interactivity, influence, space and time to explore non-linear drama in virtual worlds"
81100454370, Will Hill,Specifying preferences based on user history
81100349943, Michael Lewis,Robotic camera control for remote exploration
81100524289, Constance Fleuriot,Children and emerging wireless technologies: investigating the potential for spatial practice
81452612822, George G. Robertson,Exploring 3D navigation: combining speed-coupled flying with orbiting|Women take a wider view|Polyarchy visualization: visualizing multiple intersecting hierarchies|Women go with the (optical) flow|Visualization of mappings between schemas
81100640680, Anthony Tang,Fluid integration of rotation and translation
81100505459, Mark Altosaar,Paper windows: interaction techniques for digital paper
81100232506, Joanna McGrenere,"An evaluation of a multiple interface design solution for bloated software|A comparison of static, adaptive, and adaptable menus|The participatory design of a sound and image enhanced daily planner for people with aphasia|A visual recipe book for persons with language impairments"
81100367757, Stuart Tasker,Multimodal 'eyes-free' interaction techniques for wearable devices
81100255664, Desney S. Tan,"Exploring 3D navigation: combining speed-coupled flying with orbiting|Women take a wider view|Women go with the (optical) flow|With similar visual angles, larger displays improve spatial performance|Physically large displays improve path integration in 3D virtual navigation tasks"
81100373510, Lucy Wood,Children and emerging wireless technologies: investigating the potential for spatial practice
81100094737, David Sinclair,Does organisation by similarity assist image browsing?
81100169387, Victor J. Strecher,Strategy hubs: next-generation domain portals with search procedures
81100205527, Gesara Supattanasiri,The bloodhound project: automating discovery of web usability issues using the InfoScent&#960; simulator
81100340293, Elspeth Golden,Examining task engagement in sensor-based statistical models of human interruptibility
81407594358, Paul Green,On the road and on the Web?: comprehension of synthetic and human speech while driving
81100282129, Dipti Ranganthan,Hubbub: a sound-enhanced mobile instant messenger that supports awareness and opportunistic interactions
81332497475, Jason B. Ellis,Designing palaver tree online: supporting social roles in a community of oral history
81100370425, Philip DeCamp,Improving speech playback using time-compression and speech recognition
81100495075, Ellen Isaacs,Hubbub: a sound-enhanced mobile instant messenger that supports awareness and opportunistic interactions
81100090466, Steven M. Drucker,SmartSkip: consumer level browsing and skipping of digital video content
81100025684, Sante Simms,Physical programming: designing tools for children to create physical interactive environments
81100194756, Scott Lee Tiernan,Observed behavior and perceived value of authors in usenet newsgroups: bridging the gap
81100280809, Jonathan Marshall,What makes Web sites credible?: a report on a large quantitative study
81100136888, Alyssa Glass,Popout prism: adding perceptual principles to overview+detail document interfaces
81100608447, Ebba Thora Hvannberg,Analysis of combinatorial user effect in international usability tests
81100620653, Keiichi Yamazaki,Dual ecologies of robot as communication media: thoughts on coordinating orientations and projectability
81100212035, Jeffrey T. Hancock,Deception and design: the impact of communication technology on lying behavior
81100288406, Irina A. Shklovski,Exploring technology adoption and use through the lens of residential mobility
81100209051, Michelle E. Bayles,Designing online banner advertisements: should we animate?
81100632144, Darby M. Steiger,Social presence in Web surveys
81100041699, Gary Zamchick,"SCANMail: a voicemail interface that makes speech browsable, readable and searchable"
81350592994, Wei-Ying Ma,Learning user interest for image browsing on small-form-factor devices
81100097264, Daniel Phifer,Effectiveness of directional vibrotactile cuing on a building-clearing task
81100435759, Suresh K. Bhavnani,Beyond command knowledge: identifying and teaching strategic knowledge for using complex computer applications|Strategy hubs: next-generation domain portals with search procedures
81100558662, Per Persson,DeDe: design and evaluation of a context-enhanced mobile messaging system
81100435029, Justine Cassell,Relational agents: a model and implementation of building user trust
81100485377, Helen Evans,Technology probes: inspiring design for and with families
81100167805, Jaime Teevan,The perfect search engine is not enough: a study of orienteering behavior in directed search
81100142948, John E. Churchill,Visualization of mappings between schemas
81100623912, Brian D. Ehret,Learning where to look: location learning in graphical user interfaces
81100116901, Nicolas Ducheneaut,Taking email to task: the design and evaluation of a task management centered email tool|What a to-do: studies of task management towards the design of a personal task list manager|Listening in: practices surrounding iTunes music sharing
81100097460, Pamela K. Schraedley,"Information scent as a driver of Web behavior graphs: results of a protocol analysis method for Web usability|Keeping things in context: a comparative evaluation of focus plus context screens, overviews, and zooming"
81405594119, Scott Carter,When participants do the capturing: the role of media in diary studies
81100497077, Roel Vertegaal,Eye gaze patterns in conversations: there is more to conversational agents than meets the eyes|GAZE-2: conveying eye contact in group video conferencing using eye-controlled camera direction|EyeWindows: evaluation of eye-controlled zooming windows for focus selection|Paper windows: interaction techniques for digital paper
81100413643, Carlo Ratti,Illuminating clay: a 3-D tangible interface for landscape analysis
81100638062, Imamizu Hiroshi,Things happening in the brain while humans learn to use new tools
81100083927, Benjamin B. Bederson,Technology probes: inspiring design for and with families|Electronic voting system usability issues|AppLens and launchTile: two designs for one-handed thumb use on small devices
81100199031, Miika Silfverberg,Accuracy measures for evaluating computer pointing devices
81100174074, Choon Hong Peck,Interacting at a distance: measuring the performance of laser pointers and other devices
81100485034, Yuanzhen Li,Feature congestion: a measure of display clutter
81538470456, Felix Lau,GeneyTM: designing a collaborative activity for the palmTM handheld computer
81100481379, John L. Sibert,Effectiveness of directional vibrotactile cuing on a building-clearing task
81100522442, Shraddha Sorte,Effectiveness of end-user debugging software features: are there gender issues?
81100104467, Adam Rosien,The bloodhound project: automating discovery of web usability issues using the InfoScent&#960; simulator
81100001340, Steven Schkolne,Surface drawing: creating organic 3D shapes with the hand and tangible tools
81452600527, Joonhwan Lee,Studying the effectiveness of MOVE: a contextually optimized in-vehicle navigation system
81538558256, Steve Ball,Flat volume control: improving usability by hiding the volume control hierarchy in the user interface
81309487122, Danyel Fisher,Social and temporal structures in everyday collaboration
81100206925, Lesley Fishwick,Trust and mistrust of online health sites
81100526368, Steve Cornett,The usability of massively multiplayer online roleplaying games: designing for new users
81332509115, Jeff Klann,Folk computing: revisiting oral tradition as a scaffold for co-present communities
81100331534, Martin Wattenberg,Studying cooperation and conflict between authors with <i>history flow</i> visualizations
81310499626, Elizabeth Veinott,Trust without touch: jumpstarting long-distance trust with initial social activities
81100225472, Hideyuki Nakanishi,Transcendent communication: location-based guidance for large-scale public spaces
81100501214, Orkut Buyukkokten,Accordion summarization for end-game browsing on PDAs and cellular phones
81332510496, Gordon Kurtenbach,Creating principal 3D curves with digital tape drawing|Spotlight: directing users' attention on large displays
81100324121, Hilary Hutchinson,Technology probes: inspiring design for and with families
81100027001, Patrice Simard,Designing human friendly human interaction proofs (HIPs)
81100388123, Maureen Stone,iStuff: a physical user interface toolkit for ubiquitous computing environments
81100458252, Walter Bender,Improving speech playback using time-compression and speech recognition
81100147302, Stephen Voida,A study on the manipulation of 2D objects in a projector/camera-based augmented reality environment
81100211248, Chris Quintana,A Case Study to Distill Structural Scaffolding Guidelines for Scaffolded Software Environments|Pocket PiCoMap: a case study in designing and assessing a handheld concept mapping tool for learners|Design guidelines for learner-centered handheld tools
81100643284, Magnus Ingmarsson,TNT: a numeric keypad based text input method
81100450985, Ling Bao,Acquiring in situ training data for context-aware ubiquitous computing applications
81100002852, Rick Borovoy,Folk computing: revisiting oral tradition as a scaffold for co-present communities
81100463796, Heiko Hansen,Technology probes: inspiring design for and with families
81100012263, Hugo R. Mills,Breaking the book: translating the chemistry lab book into a pervasive computing lab environment
81452610940, Robert St. Amant,Model-based evaluation of cell phone menu interaction
81100164455, Christian Heath,Orchestrating a mixed reality performance|Dual ecologies of robot as communication media: thoughts on coordinating orientations and projectability
81100615948, Brian P. Bailey,"Are informal tools better?: comparing DEMAIS, pencil and paper, and authorware for early multimedia design|If not now, when?: the effects of interruption at different moments within task execution|Towards an index of opportunity: understanding changes in mental workload during task execution"
81100216445, Johan Aberg,An empirical study of human Web assistants: implications for user support in Web information systems
81100456294, Jeff Dyck,Revealing delay in collaborative environments
81100397726, David G. Boyer,Introducing instant messaging and chat in the workplace
81100267268, Kevin P. Moloney,Older adults and visual impairment: what do exposure times and accuracy tell us about performance gains associated with multimodal feedback?|Isolating the effects of visual impairment: exploring the effect of AMD on the utility of multimodal feedback
81100339162, Fumio Kishino,Things happening in the brain while humans learn to use new tools
81100662683, Samuel A. Inverso,Toward subtle intimate interfaces for mobile devices using an EMG controller
81100150985, Karrie Karahalios,Telemurals: linking remote spaces with social catalysts
81100134045, F. Wai-ling Ho-Ching,Can you see what i hear?: the design and evaluation of a peripheral sound display for the deaf
81100480460, Masuma A. Walji,Reaching movements to augmented and graphic objects in virtual environments
81539530556, David L. Atkins,Introducing instant messaging and chat in the workplace
81100186035, Leonardo Bonanni,Waterbot: exploring feedback and persuasive techniques at the sink
81100561154, Dirk vom Lehn,Orchestrating a mixed reality performance
81100633125, Omer Tsimhoni,On the road and on the Web?: comprehension of synthetic and human speech while driving
81100351909, Richard Hull,Life on the edge: supporting collaboration in location-based experiences
81350594298, Boreum Choi,A qualitative cross-national study of cultural influences on mobile data service design
81100173923, Yvonne Rogers,Designing novel interactional workspaces to support face to face consultations
81100414889, Ruth Rosenholtz,Using thumbnails to search the Web|Popout prism: adding perceptual principles to overview+detail document interfaces|Halo: a technique for visualizing off-screen objects|Feature congestion: a measure of display clutter
81328490974, Max Van Kleek,ConNexus to awarenex: extending awareness to mobile users
81100426389, Alvin W. Yeo,Global-software development lifecycle: an exploratory study
81100415667, Simson L. Garfinkel,How to make secure email easier to use
81100493478, Randy Pausch,"Comparing voodoo dolls and HOMER: exploring the importance of feedback in virtual environments|With similar visual angles, larger displays improve spatial performance|Physically large displays improve path integration in 3D virtual navigation tasks|Stencils-based tutorials: design and evaluation"
81100493573, Amanda Lyons,Twiddler typing: one-handed chording text entry for mobile phones
81455605565, Chris Cheung,GAZE-2: conveying eye contact in group video conferencing using eye-controlled camera direction
81100493208, Aaron Rosenberg,"SCANMail: a voicemail interface that makes speech browsable, readable and searchable"
81100435014, Emmanuel Munguia Tapia,Acquiring in situ training data for context-aware ubiquitous computing applications
81100362804, Per-Ola Kristensson,Shorthand writing on stylus keyboard
81100569254, David Meyer,Towards demystification of direct manipulation: cognitive modeling charts the gulf of execution
81328487657, Rebecca Allen,Toward subtle intimate interfaces for mobile devices using an EMG controller
81100169181, Joseph Krajcik,A Case Study to Distill Structural Scaffolding Guidelines for Scaffolded Software Environments
81100407787, Les Nelson,Quiet calls: talking silently on mobile phones
81100327371, Anind K. Dey,Heuristic evaluation of ambient displays|The challenges of user-centered design and evaluation for infrastructure|a CAPpella: programming by demonstration of context-aware applications
81451599001, Shyong K. Lam,Is seeing believing?: how recommender system interfaces affect users' opinions
81100283085, Josephine Reid,Life on the edge: supporting collaboration in location-based experiences
81100159930, Francois Sainfort,Older adults and visual impairment: what do exposure times and accuracy tell us about performance gains associated with multimodal feedback?|Isolating the effects of visual impairment: exploring the effect of AMD on the utility of multimodal feedback
81392591402, Sung Joo Bae,"Grounding needs: achieving common ground via lightweight chat in large, distributed, ad-hoc groups"
81100478916, Anthony LaMarca,"Location disclosure to social relations: why, when, & what people want to share"
81100069810, Luis von Ahn,Labeling images with a computer game
81100330316, Ed H. Chi,Using information scent to model user information needs and actions and the Web|Separating the swarm: categorization methods for user sessions on the web|The bloodhound project: automating discovery of web usability issues using the InfoScent&#960; simulator
81100255622, Silvia Miksch,Connecting time-oriented data and information to a coherent interactive visualization
81100275704, Carl Gutwin,Improving focus targeting in interactive fisheye views|Groupware walkthrough: adding context to groupware usability evaluation|Fisheyes are good for large steering tasks|Multiblending: displaying overlapping windows simultaneously without the drawbacks of alpha blending|Revealing delay in collaborative environments|A comparison of techniques for multi-display reaching|Improving revisitation in fisheye views with visit wear|Testing the media equation with children
81452616265, Graham Smith,Breaking the book: translating the chemistry lab book into a pervasive computing lab environment
81542123356, Ian Taylor,"Exploiting interactivity, influence, space and time to explore non-linear drama in virtual worlds|Orchestrating a mixed reality performance|Designing novel interactional workspaces to support face to face consultations"
81100178543, Gary Olson,Effects of four computer-mediated communications channels on trust development|Trust without touch: jumpstarting long-distance trust with initial social activities
81100345201, Azam Khan,Creating principal 3D curves with digital tape drawing|Spotlight: directing users' attention on large displays
81339528031, Ehud Sharlin,Cognitive cubes: a tangible user interface for cognitive assessment
81100424154, Nikolaus Troje,Paper windows: interaction techniques for digital paper
81319495216, Julie Kientz,Heuristic evaluation of ambient displays
81100367406, I. Scott MacKenzie,"Accuracy measures for evaluating computer pointing devices|Metrics for text entry research: an evaluation of MSD and KSPC, and a new unified error metric"
81100489674, Andrew Howes,A constraint satisfaction approach to predicting skilled interactive cognition|Supporting efficient development of cognitive models at multiple skill levels: exploring recent advances in constraint-based modeling
81100438120, Robert J. K. Jacob,A tangible interface for organizing information using a grid
81100399958, Norihiro Hagita,Messages embedded in gaze of interface agents --- impression management with agent's gaze
81100046144, Yuji Ayatsuka,tranSticks: physically manipulatable virtual connections
81538105656, Arman Danesh,GeneyTM: designing a collaborative activity for the palmTM handheld computer
81405596165, Rafael Ballagas,iStuff: a physical user interface toolkit for ubiquitous computing environments
81100543139, Olha Bondarenko,Documents at Hand: Learning from Paper to Improve Digital Technologies
81350578663, Jacob Beaver,Ambiguity as a resource for design
81100375996, Benjamin Watson,Cognitive cubes: a tangible user interface for cognitive assessment
81332522318, James Pycock,Unremarkable computing
81100448368, Ronald M. Baecker,An evaluation of a multiple interface design solution for bloated software|Participatory design of an orientation aid for amnesics
81100005383, Amanda Williams,The bloodhound project: automating discovery of web usability issues using the InfoScent&#960; simulator
81100288358, Dan Cosley,Is seeing believing?: how recommender system interfaces affect users' opinions|Think different: increasing online community participation using uniqueness and group dissimilarity|How oversight improves member-maintained communities
81100104022, William W. Gaver,Ambiguity as a resource for design
81100250935, Danae Stanton,Classroom collaboration in the design of tangible interfaces for storytelling
81100443423, Jan Borchers,iStuff: a physical user interface toolkit for ubiquitous computing environments|Improving orchestral conducting systems in public spaces: examining the temporal characteristics and conceptual models of conducting gestures
81416597588, Zach Wright,Effects of four computer-mediated communications channels on trust development
81100048540, Peter Tarasewich,Alphabetically constrained keypad designs for text entry on mobile devices
81100050542, Daniel Plaisted,Twiddler typing: one-handed chording text entry for mobile phones
81100088903, Enrico Costanza,Toward subtle intimate interfaces for mobile devices using an EMG controller
81100421259, Gunnar W. Klau,Investigating human-computer optimization
81100002452, Sheilah Horman,"Comparing paper and tangible, multimodal tools"
81100335844, Rashmi R. Sinha,Empirically validated web page design metrics
81100451355, S. M. Goza,Telepresence control of the NASA/DARPA robonaut on a mobility platform
81418595068, R. Matthews Wesson,"Comparing paper and tangible, multimodal tools"
81100624219, Tomer Moscovich,Reflowing digital ink annotations
81100155716, Carsten Schwesig,Gummi: a bendable computer
81100297884, Fredric D. Vernier,DiamondSpin: an extensible toolkit for around-the-table interaction
81100607695, Caitlin Kelleher,Stencils-based tutorials: design and evaluation
81539676956, Stephen Bart Wood,Fan-out: measuring human control of multiple robots
81100426680, Anthony J. Hornof,"Cognitive strategies and eye movements for searching hierarchical computer displays|A comparison of LSA, wordNet and PMI-IR for predicting user click behavior|EyeDraw: enabling children with severe motor impairments to draw with their eyes"
81100246470, Darren Gergle,"Effects of four computer-mediated communications channels on trust development|With similar visual angles, larger displays improve spatial performance|Persistence matters: making the most of chat in tightly-coupled work|Physically large displays improve path integration in 3D virtual navigation tasks"
81100304666, Crystal Hoyer,A study of digital ink in lecture presentation
81100017597, Dave Snowdon,Diffusing information in organizational settings: learning from experience
81100650762, Jennifer Mankoff,Can you see what i hear?: the design and evaluation of a peripheral sound display for the deaf|Heuristic evaluation of ambient displays|Presiding over accidents: system direction of human action|Is your web page accessible?: a comparative study of methods for assessing web page accessibility for the blind|Extensible input handling in the subArctic toolkit|When participants do the capturing: the role of media in diary studies
81100268477, Ethan Phelps-Goodman,Where do web sites come from?: capturing and interacting with design history
81100018204, Yong Rui,Automating camera management for lecture room environments|Viewing meeting captured by an omni-directional camera|Videography for telepresentations
81536946656, Simon Lewis,Social coordination around a situated display appliance
81328487987, Jane Chiu,Livenotes: a system for cooperative and augmented note-taking in lectures
81100392019, Stefan Agamanolis,Exertion interfaces: sports over a distance for social bonding and fun|RAW: conveying minimally-mediated impressions of everyday life with an audio-photographic tool
81100475536, Ian Li,a CAPpella: programming by demonstration of context-aware applications
81100377766, Miguel A. Nacenta,A comparison of techniques for multi-display reaching
81100607003, Russell Kruger,Fluid integration of rotation and translation
81385593166, Pr-Anders Albinsson,High precision touch screen interaction
81100133918, Dennis Chao,Doom as an interface for process management
81452599494, Jennifer Lai,"Shall we mix synthetic speech and human speech?: impact on users' performance, perception, and attitude"
81100382213, Nicole Leduc,Casablanca: designing social communication devices for the home
81100005173, Muneo Kitajima,"Cognitive walkthrough for the web|Repairing usability problems identified by the cognitive walkthrough for the web|Tool for accurately predicting website navigation problems, non-problems, problem severity, and effectiveness of repairs"
81100226633, Brygg Ullmer,DataTiles: a modular platform for mixed physical and graphical interactions
81100175263, Andrew T. Duchowski,Use of eye movements as feedforward training for a synthetic aircraft inspection task
81100619971, Steve Benford,"Exploiting interactivity, influence, space and time to explore non-linear drama in virtual worlds|Orchestrating a mixed reality performance|Classroom collaboration in the design of tangible interfaces for storytelling|The augurscope: a mixed reality interface for outdoors|The evolution of buildings and implications for the design of ubiquitous domestic environments|Ambiguity as a resource for design|Where on-line meets on the streets: experiences with mobile mixed reality games|Orchestrating a mixed reality game 'on the ground'|Revealing delay in collaborative environments|Life on the edge: supporting collaboration in location-based experiences|Designing the spectator experience"
81100478137, Derek Johns,Paper windows: interaction techniques for digital paper
81100615985, Michiel Bacchiani,"SCANMail: a voicemail interface that makes speech browsable, readable and searchable"
81100603640, John Davis,Finding others online: reputation systems for social online spaces
81321492840, Hideaki Ito,Transcendent communication: location-based guidance for large-scale public spaces
81100324367, Piotr D. Adamczyk,"If not now, when?: the effects of interruption at different moments within task execution|Towards an index of opportunity: understanding changes in mental workload during task execution"
81100583820, Susan R. Fussell,"Effects of head-mounted and scene-oriented video systems on remote collaboration on physical tasks|Effects of instant messaging on the management of multiple project trajectories|Persistence matters: making the most of chat in tightly-coupled work|Effects of task properties, partner actions, and message content on eye gaze patterns in a collaborative task|Understanding email use: predicting action on a message"
81100253714, Misha W. Vaughan,The bull's-eye: a framework for web application user interface design guidelines
81100260236, Florian Mueller,Exertion interfaces: sports over a distance for social bonding and fun|Mediating intimacy: designing technologies to support strong-tie relationships
81328488768, Shahram Izadi,The augurscope: a mixed reality interface for outdoors
81100525820, Qiong Liu,Automating camera management for lecture room environments
81100014051, Sunil Vemuri,Improving speech playback using time-compression and speech recognition
81100291916, John Pruitt,Flat volume control: improving usability by hiding the volume control hierarchy in the user interface
81452601376, Curtis Cook,Harnessing curiosity to increase correctness in end-user programming|Impact of interruption style on end-user debugging|Effectiveness of end-user debugging software features: are there gender issues?
81100431441, Matthew Karau,RAW: conveying minimally-mediated impressions of everyday life with an audio-photographic tool
81100251687, Gregory D. Abowd,Privacy and proportionality: adapting legal evaluation techniques to inform design in ubiquitous computing
81100405925, Marek Bell,Multimodal 'eyes-free' interaction techniques for wearable devices
81100358954, Tatu Kauppinen,Accuracy measures for evaluating computer pointing devices
81100457150, Wendy A. Kellogg,"""I'd be overwhelmed, but it's just one more thing to do"": availability and interruption in research management|A social proxy for distributed tasks: design and evaluation of a working prototype"
81100054519, Zhenlan Jin,Feature congestion: a measure of display clutter
81416600019, Pauline Powledge,"Location disclosure to social relations: why, when, & what people want to share"
81452610559, Mitsuo Kawato,Things happening in the brain while humans learn to use new tools
81408591988, Shumin Zhai,"Scale effects in steering law tasks|Chinese input with keyboard and eye-tracking: an anatomical study|Movement model, hits distribution and learning in virtual keyboarding|More than dotting the i's --- foundations for crossing-based interfaces|Shorthand writing on stylus keyboard|High precision touch screen interaction|Human on-line response to target expansion|Refining Fitts' law models for bivariate pointing|TNT: a numeric keypad based text input method|Conversing with the user based on eye-gaze patterns"
81100330096, Simeon Keates,Multiple haptic targets for motion-impaired computer users
81328488846, Scott Hudson,Predicting human interruptibility with sensors: a Wizard of Oz feasibility study|The kinedit system: affective messages using dynamic texts|Examining the robustness of sensor-based statistical models of human interruptibility|Examining task engagement in sensor-based statistical models of human interruptibility|Extensible input handling in the subArctic toolkit|Studying the effectiveness of MOVE: a contextually optimized in-vehicle navigation system
81100346993, Brian Amento,"SCANMail: a voicemail interface that makes speech browsable, readable and searchable|Specifying preferences based on user history|Semantic speech editing"
81100478551, Brian H. Philips,Building a human factors &ldquo;knowledge shelf&rdquo; as a collaborative information tool for designers
81100657783, Mike Wu,Participatory design of an orientation aid for amnesics
81100423199, Jo Morrison,Life on the edge: supporting collaboration in location-based experiences
81100047223, Kasper Hornb,"Reading of electronic documents: the usability of linear, fisheye, and overview+detail interfaces|Comparing usability problems and redesign proposals as input to practical systems development"
81100365303, Allison Druin,Physical programming: designing tools for children to create physical interactive environments|Technology probes: inspiring design for and with families
81318489912, Younghee Jung,DeDe: design and evaluation of a context-enhanced mobile messaging system
81410595121, Dan R. Olsen,Laser pointer interaction|A design tool for camera-based interaction|Fan-out: measuring human control of multiple robots
81100334933, Marius Wolf,Improving orchestral conducting systems in public spaces: examining the temporal characteristics and conceptual models of conducting gestures
81444595062, Sean Uberoi Kelly,"Designing for improved social responsibility, user participation and content in on-line communities"
81100180551, Lisa Stifelman,The audio notebook: paper and pen interaction with structured speech
81543102456, Zhiwei Guan,Experimental analysis of mode switching techniques in pen-based user interfaces
81100212554, QianYing Wang,Less visible and wireless: two experiments on the effects of microphone type on users' performance and perception
81100365992, Barry Arons,The audio notebook: paper and pen interaction with structured speech
81100200032, Daniel B. Horn,"Grounding needs: achieving common ground via lightweight chat in large, distributed, ad-hoc groups"
81100415136, Toni Pashley,Mobile computing in the retail arena
81100463111, Saeed Arida,Extending tangible interfaces for education: digital montessori-inspired manipulatives
81100235869, Thomas Erickson,"""I'd be overwhelmed, but it's just one more thing to do"": availability and interruption in research management|A social proxy for distributed tasks: design and evaluation of a working prototype"
81336490026, Timothy M. Johnson,Strategy hubs: next-generation domain portals with search procedures
81100501447, Anthony Steed,The impact of avatar realism and eye gaze control on perceived quality of communication in a shared immersive virtual environment|Lessons from the lighthouse: collaboration in a shared mixed reality system|Orchestrating a mixed reality game 'on the ground'
81540489656, Hao Chen,Optimizing search by showing results in context
81100551162, Antti Pirhonen,Gestural and audio metaphors as a means of control for mobile devices
